product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
ecaae002060173ec59f5b168cbd55d70,automotivo,51.0,1741.0,1.0,825.0,20.0,24.0,15.0
9e48435521202c8795e21ac42efcc761,informatica_acessorios,31.0,432.0,1.0,600.0,46.0,3.0,15.0
f46c384460008df0071849d01b39834f,esporte_lazer,53.0,527.0,2.0,700.0,23.0,9.0,11.0
4fe53f6c123977ffa0dda91a2962c9e8,moveis_decoracao,51.0,1442.0,1.0,300.0,40.0,10.0,27.0
7aeb83cae61b0e94e6426cba2598ad9e,utilidades_domesticas,55.0,471.0,2.0,1270.0,17.0,14.0,17.0
3fc23ad64a8ee1f1451c8c44932c5d22,construcao_ferramentas_ferramentas,40.0,338.0,1.0,450.0,20.0,2.0,11.0
e10758160da97891c2fdcbc35f0f031d,,,,,2200.0,16.0,2.0,11.0
dccef777bc505f2eca720502c209988d,eletrodomesticos,56.0,173.0,1.0,150.0,18.0,8.0,13.0
b6be875acca0b4862cae6479c5d9e6fa,ferramentas_jardim,49.0,192.0,1.0,200.0,16.0,3.0,11.0
84e1b9c6ba2ed178bd217097b41f1251,moveis_cozinha_area_de_servico_jantar_e_jardim,50.0,859.0,1.0,10893.0,33.0,88.0,44.0
93c285dad77a797cf2193ead6afbe107,utilidades_domesticas,53.0,524.0,1.0,1800.0,25.0,7.0,20.0
1ba7948f3aa31cdaf78a4885f3c5385a,brinquedos,29.0,566.0,2.0,1220.0,20.0,33.0,22.0
6a61a5d77a8571a0646e8c0f75f572f4,beleza_saude,53.0,1368.0,6.0,360.0,30.0,19.0,22.0
0e40b1ed4cfd3da1962ec91913e54ba8,eletronicos,52.0,424.0,1.0,175.0,22.0,11.0,15.0
2de8789bf8abcd2f6c7866f9429b1986,pet_shop,50.0,852.0,1.0,1900.0,50.0,13.0,70.0
d394d30215872be4cda2c67c1ce5b981,esporte_lazer,37.0,621.0,5.0,250.0,20.0,20.0,20.0
9181a16945ef449aa81212d5139945ec,bebes,58.0,1261.0,3.0,6950.0,85.0,11.0,50.0
b166907a5770631b7deedd0891b1b7ab,utilidades_domesticas,57.0,1094.0,1.0,1100.0,55.0,5.0,40.0
302a19dacdbb5ed2f74f9dee8126ef79,bebes,64.0,882.0,5.0,300.0,17.0,7.0,24.0
1fb2c1a0d7f863e0644077cb5d8f80df,moveis_escritorio,41.0,2261.0,1.0,16500.0,58.0,28.0,58.0
0a17941f41b99d2f070fab54b458a4a4,malas_acessorios,28.0,453.0,1.0,300.0,16.0,23.0,19.0
98190f6a2c3253d07ca86525bb238162,eletronicos,25.0,813.0,1.0,1836.0,61.0,6.0,24.0
a18a23a783fb7576a8f0f6fbc2ae2b58,beleza_saude,59.0,822.0,1.0,175.0,18.0,22.0,16.0
e2c3ed9aaddfd2312a6a5fe9b3ddadd3,brinquedos,53.0,579.0,1.0,675.0,22.0,24.0,21.0
71c808620fa8dafbe6cd6c638cc67567,esporte_lazer,58.0,568.0,4.0,200.0,26.0,5.0,20.0
25cdef5b1428725aa16b8b9a6fbd72ca,industria_comercio_e_negocios,58.0,1058.0,1.0,1200.0,30.0,20.0,30.0
a1bf559ac1eab015ba992bd76d9d76c7,informatica_acessorios,32.0,1074.0,2.0,200.0,39.0,2.0,30.0
3b82733180834cc02658403163260204,moveis_escritorio,46.0,1193.0,2.0,16100.0,63.0,61.0,24.0
eca3036ef7ba11b3331c334b7053fe13,telefonia,51.0,443.0,1.0,117.0,19.0,4.0,12.0
6b75ce117b8fcc75289cb6cbe589de6c,telefonia_fixa,27.0,1217.0,1.0,455.0,36.0,18.0,27.0
23ab7bb9eac81e85ec43ed71064cf7ce,cama_mesa_banho,55.0,613.0,1.0,550.0,16.0,10.0,16.0
5cfe07a11fd4f35d3c5ca21cd60cee6e,fashion_calcados,54.0,404.0,4.0,750.0,22.0,12.0,33.0
78119fbfa709d07b86f5ccf15043c6d6,cool_stuff,43.0,447.0,2.0,586.0,18.0,11.0,13.0
9138555a5066b7f16bf15e75c7db067c,construcao_ferramentas_iluminacao,57.0,919.0,6.0,540.0,16.0,27.0,16.0
1ec5373950b7877c5de483a123223810,esporte_lazer,42.0,2819.0,1.0,3700.0,30.0,20.0,20.0
34607082301052079a3bffcd12c5ecfb,utilidades_domesticas,57.0,623.0,4.0,3150.0,30.0,17.0,30.0
4ceab0364ce2bef8363b89f4719bbff7,cama_mesa_banho,57.0,296.0,1.0,2100.0,53.0,27.0,40.0
c9fe02894880831f6f28d5ac212d036f,construcao_ferramentas_seguranca,51.0,1006.0,3.0,314.0,20.0,19.0,18.0
3c883b9d3fd2d0ce448d4136349dc0a4,cama_mesa_banho,49.0,153.0,1.0,550.0,23.0,15.0,23.0
98d0e0ca6213edc063889593a2475e36,automotivo,55.0,978.0,1.0,13825.0,70.0,35.0,49.0
f2c1df0fc307ec60e3321c708c1dcac3,cama_mesa_banho,42.0,431.0,1.0,850.0,40.0,6.0,50.0
622d3b263cd40b06e1eeea144fb83f19,bebes,19.0,200.0,1.0,250.0,21.0,4.0,13.0
15cd31f93b25e5a517f05b1af31d353f,brinquedos,55.0,1475.0,1.0,400.0,20.0,20.0,20.0
cd7701670288642f7be9437dec9034c1,perfumaria,48.0,606.0,2.0,400.0,16.0,20.0,15.0
3519403062e217f433e0bbdc52e0b19f,consoles_games,25.0,211.0,1.0,200.0,16.0,2.0,16.0
37dffde0476450e75dae423136954b0f,automotivo,60.0,1023.0,5.0,250.0,20.0,20.0,20.0
d68bd4dedccc5545b1ff6629de8fb021,informatica_acessorios,53.0,813.0,4.0,1950.0,17.0,11.0,12.0
e4c0d69bafff0157f574aae9a147a8c1,moveis_decoracao,49.0,607.0,1.0,300.0,35.0,10.0,25.0
b6b4ab44d1f3c2a645abbda76af2a993,relogios_presentes,54.0,364.0,1.0,1050.0,30.0,45.0,11.0
d19d6968c8fa843da04bf9c9d23c312f,automotivo,53.0,1373.0,4.0,400.0,16.0,7.0,11.0
de984954e2e130136bcf8988bc973d90,instrumentos_musicais,40.0,234.0,1.0,1000.0,56.0,9.0,22.0
c6336fa91fbd87c359e44f5dca5a90ed,esporte_lazer,39.0,772.0,1.0,150.0,16.0,16.0,11.0
d10abea506594de1dd5ea21851f94062,beleza_saude,60.0,876.0,1.0,700.0,16.0,16.0,16.0
4bae12e58c9b828e1302a2cad437b80a,consoles_games,47.0,358.0,3.0,450.0,17.0,7.0,17.0
aba0932cedf32b2a7b6b832f11769613,beleza_saude,29.0,556.0,1.0,2000.0,30.0,12.0,16.0
f777c903946dd86fd00cd5b32ec3e907,construcao_ferramentas_construcao,57.0,954.0,4.0,21400.0,20.0,20.0,20.0
39e3b9b12cd0bf8ee681bbc1c130feb5,,,,,300.0,16.0,7.0,11.0
2e511b5741ab14e7f5294df6f1310b03,informatica_acessorios,52.0,2515.0,1.0,188.0,20.0,16.0,15.0
74f250adf8f41738ca96718232a41499,moveis_decoracao,56.0,646.0,1.0,300.0,16.0,30.0,20.0
f16ced867a24a244afefb5b867f337df,fashion_bolsas_e_acessorios,38.0,487.0,2.0,13600.0,26.0,60.0,40.0
1ce0e963805e3c170485768e8b09fe65,moveis_decoracao,50.0,1342.0,3.0,800.0,25.0,25.0,25.0
794de06c32a626a5692ff50e4985d36f,,,,,300.0,18.0,8.0,14.0
a530b23a71594d0d986a30359e207762,moveis_decoracao,49.0,600.0,2.0,1400.0,65.0,12.0,12.0
d294bd539d8c70342149beb38b767afc,relogios_presentes,50.0,295.0,1.0,650.0,13.0,11.0,12.0
fe9184887637170f6da65623475d6a66,construcao_ferramentas_construcao,37.0,2457.0,1.0,600.0,26.0,17.0,17.0
3da6f3c6c1ac8c36ff45b1a493a44e82,moveis_decoracao,58.0,1969.0,2.0,3000.0,69.0,11.0,11.0
8a4667ce8c036b0d54dd65a38298bfc0,malas_acessorios,45.0,224.0,1.0,950.0,46.0,10.0,33.0
26d114f0b4f14f5e3b3db0e211019777,moveis_decoracao,51.0,582.0,2.0,17400.0,42.0,35.0,42.0
ef22b718807d8b96162d9b021912f178,fashion_roupa_masculina,36.0,940.0,2.0,300.0,16.0,2.0,11.0
599e5320aef0c7dd9e3fed9b2f673d41,informatica_acessorios,52.0,1224.0,2.0,700.0,20.0,20.0,20.0
acfc0fd945c522a0d2266d45bcdd91c6,pet_shop,56.0,1545.0,2.0,625.0,21.0,16.0,17.0
2029248294c186017ecfc48cecd47bbd,ferramentas_jardim,44.0,586.0,3.0,3250.0,32.0,14.0,22.0
e8f22df5fa5b454907286aa61d6216a8,fashion_calcados,57.0,404.0,2.0,1500.0,22.0,12.0,33.0
4da06dee0a480b5d666886ea00b4d9b3,cama_mesa_banho,54.0,228.0,1.0,250.0,32.0,3.0,23.0
39d5f0edfbb6ee4d1c524dd620c0bc7a,ferramentas_jardim,41.0,198.0,1.0,425.0,31.0,6.0,12.0
185013b2b9237c14bd26a394d9fda023,climatizacao,56.0,1161.0,1.0,150.0,20.0,8.0,13.0
3d1e658dd7dc71b44b125bdd18236fb3,moveis_decoracao,56.0,2028.0,3.0,350.0,68.0,8.0,13.0
5e459bd31247ee46fa95b09556600a6a,fashion_calcados,44.0,284.0,12.0,300.0,29.0,7.0,16.0
bb31a27a0b24236c8ce7e0c6264c51ec,telefonia,49.0,276.0,12.0,100.0,19.0,3.0,11.0
99a5e7a2c16478ff3f0ea9c20eb2820f,automotivo,55.0,1658.0,3.0,550.0,16.0,21.0,18.0
8a2d3285de64b2117fbf83784acd09fc,automotivo,59.0,1250.0,1.0,250.0,16.0,27.0,15.0
fdac82e439dafa5f87a9547581532380,automotivo,60.0,1541.0,1.0,1000.0,26.0,40.0,20.0
b3f29e4bbae3c829f7c4231074c307ee,utilidades_domesticas,55.0,998.0,3.0,14850.0,35.0,102.0,35.0
115bc0865dc675638645e1ab5311e30c,bebes,46.0,726.0,3.0,850.0,42.0,25.0,15.0
e71ba6dc5ef4b3bada7ee8d17304d31e,consoles_games,56.0,3354.0,4.0,1850.0,28.0,14.0,19.0
062597771ee91356ea34084f28c03a4b,fashion_bolsas_e_acessorios,54.0,1399.0,1.0,300.0,16.0,2.0,11.0
8d51190d4e52d32e6abf3d0551501114,telefonia,61.0,212.0,1.0,200.0,19.0,4.0,11.0
10d43b23591dde746f32fe6a7beb5bfb,beleza_saude,46.0,803.0,1.0,150.0,22.0,3.0,15.0
b0cd550945da1de6eb9cb69595d540df,esporte_lazer,55.0,1392.0,1.0,900.0,16.0,16.0,16.0
e83ded7d97b96d338c4e72bb1ff7676c,ferramentas_jardim,52.0,497.0,1.0,1900.0,44.0,19.0,19.0
ce130b350f529a1d6288f927da7404ea,cama_mesa_banho,50.0,171.0,1.0,1450.0,45.0,10.0,15.0
c04b8195870068ff5c495f269a0bc993,livros_tecnicos,54.0,1162.0,1.0,1100.0,29.0,3.0,21.0
454157d7294823cc44ad21d4fe31474a,esporte_lazer,54.0,1241.0,5.0,200.0,16.0,11.0,11.0
f0737b524fe6b57f2ad4f174ce23a62c,esporte_lazer,43.0,1440.0,1.0,12600.0,20.0,10.0,20.0
bc4a074ab7a7ff14e98fa64671a79dc0,beleza_saude,21.0,1000.0,1.0,1450.0,25.0,25.0,16.0
6c3fc3c928cf7d57418923ffea326d9a,cool_stuff,49.0,733.0,3.0,800.0,42.0,25.0,15.0
dc582e9ac5036846acfeeb3093b17aa7,perfumaria,50.0,749.0,1.0,1300.0,22.0,14.0,14.0
e84fb20fe338824c220166d3cd562cbd,beleza_saude,45.0,802.0,1.0,150.0,22.0,3.0,15.0
3c2f792f1041177a81913a977431a99e,eletronicos,40.0,549.0,1.0,200.0,20.0,20.0,20.0
bcad5b050c241af2fdc24c51556b297c,ferramentas_jardim,60.0,1177.0,3.0,11450.0,23.0,43.0,35.0
0d8c64a12c0e49b2515674c031b965a1,moveis_decoracao,54.0,220.0,2.0,2200.0,20.0,20.0,20.0
e5d860a0fff2e94bd1a406456cc6c4b3,eletrodomesticos_2,38.0,2030.0,2.0,13200.0,66.0,19.0,67.0
eca26be90d3b3454dd69a13a05bdb46e,fashion_bolsas_e_acessorios,59.0,119.0,3.0,200.0,16.0,2.0,11.0
c4344f6de69a96da8febce3f885171f0,consoles_games,53.0,310.0,1.0,150.0,19.0,11.0,11.0
f092eaa771e3dca0bfeca32b5c9d5669,instrumentos_musicais,51.0,439.0,3.0,3350.0,30.0,30.0,30.0
debefa981200019b8c4a45d0176125a6,cama_mesa_banho,64.0,702.0,1.0,2200.0,42.0,11.0,36.0
d0877f0094337c414d23f5a3c7bad20c,moveis_escritorio,48.0,489.0,2.0,30000.0,50.0,50.0,30.0
4ed86bcb86407328452ac1c5b3b89d67,bebes,59.0,255.0,2.0,500.0,30.0,8.0,35.0
e117ca2a90cfd40b93450b0b60f834e4,cama_mesa_banho,51.0,487.0,1.0,1800.0,45.0,10.0,34.0
7af3e2da474486a3519b0cba9dea8ad9,,,,,200.0,22.0,14.0,14.0
4c303e0fd131aa3fe487c108b5aa8c06,artigos_de_festas,58.0,134.0,1.0,1300.0,70.0,11.0,11.0
63f7cd79973145c9e6bb11c5fd03e82e,fashion_bolsas_e_acessorios,51.0,372.0,2.0,150.0,16.0,9.0,11.0
a2bd2eae20998a24c22b110334928b02,malas_acessorios,39.0,278.0,1.0,700.0,19.0,48.0,35.0
55103cbbe0851d3a303a022cc4140628,malas_acessorios,32.0,1064.0,5.0,2900.0,40.0,55.0,30.0
f97d74310019b255120e4316f4515d74,fashion_bolsas_e_acessorios,34.0,426.0,4.0,200.0,16.0,9.0,11.0
3d649f0e12c7b5f9ec7e00f538cc13f3,beleza_saude,45.0,1886.0,1.0,300.0,16.0,18.0,16.0
9a5a361f3cd6c280f6bf4ffb6207c51e,papelaria,41.0,552.0,2.0,200.0,23.0,7.0,15.0
c354569eefd558bf201d0aedf35608ed,cama_mesa_banho,55.0,166.0,1.0,700.0,49.0,4.0,50.0
7f383ce1a13d3d90e3d6074557ee8deb,telefonia,52.0,819.0,4.0,200.0,17.0,13.0,16.0
f2a1b32f85cad59ff2a8444154ac25f0,climatizacao,51.0,2959.0,4.0,7800.0,105.0,10.0,40.0
5027a29c73fb3aa5e93eae6867c9a2e7,papelaria,53.0,500.0,2.0,550.0,16.0,4.0,11.0
457c5f8a59156ce6315753d8d788a16a,relogios_presentes,60.0,460.0,4.0,200.0,16.0,2.0,11.0
3eb0cd17f2bfe15716e113962806a5de,cama_mesa_banho,41.0,208.0,2.0,1000.0,30.0,7.0,24.0
76df076d70248fa44de6ed8c31a1a9b5,papelaria,52.0,219.0,1.0,1000.0,26.0,8.0,33.0
7683fe3e73bd7af6d0f6a6ed497cb04a,construcao_ferramentas_iluminacao,49.0,527.0,4.0,1450.0,60.0,5.0,30.0
e63e00cfcd91a5b34c13e2134671e842,moveis_escritorio,41.0,1071.0,1.0,5850.0,45.0,55.0,16.0
a77e6c93242ae050800cb3e5b98c2fcd,bebes,59.0,348.0,2.0,8300.0,45.0,25.0,45.0
a1e9b0d76a76ff474f4a4374fcfb8c42,esporte_lazer,28.0,663.0,1.0,1800.0,28.0,12.0,18.0
1dfb36d969d347f56f43590ec42c7b8c,esporte_lazer,50.0,1212.0,5.0,900.0,26.0,6.0,13.0
ae728f68e1fe806253238e93f2bfc324,esporte_lazer,57.0,1156.0,1.0,415.0,19.0,19.0,19.0
a1d17216996bf0cbba886f91bfd31c77,telefonia,51.0,1015.0,1.0,103.0,21.0,6.0,14.0
22776ebd2bfdf5f55499fd324862a673,automotivo,42.0,878.0,2.0,500.0,20.0,8.0,14.0
6b5af19067eeadc0f331687a79ca656b,papelaria,62.0,621.0,1.0,600.0,16.0,6.0,11.0
c72a1a8c3bbe15206d1880cedc7bd791,informatica_acessorios,59.0,1238.0,5.0,4750.0,18.0,22.0,30.0
f14aa2ba817ef24ccf7f99c0ccfab59a,relogios_presentes,37.0,610.0,1.0,263.0,18.0,15.0,16.0
f2d80346f1dd6986e9e6611db7b708aa,bebes,52.0,446.0,1.0,50.0,16.0,2.0,11.0
1f64ec386a6be322e71596931f5d2377,perfumaria,46.0,499.0,1.0,200.0,16.0,22.0,11.0
b97114b2893e68400ae867459b491bcd,cama_mesa_banho,44.0,331.0,1.0,360.0,36.0,6.0,26.0
ef6aa884e3493fd38cc8ee47d8d79d10,cool_stuff,47.0,1392.0,1.0,150.0,16.0,7.0,12.0
769cc5a32d4e6c7710013f35a73d45e9,esporte_lazer,61.0,211.0,4.0,1100.0,32.0,5.0,30.0
e24f73b7631ee3fbb2ab700a9acaa258,fashion_bolsas_e_acessorios,60.0,1118.0,6.0,2250.0,22.0,15.0,20.0
0417855683de23ba1e20e8a358a5ac7c,automotivo,59.0,633.0,5.0,1475.0,68.0,9.0,35.0
11dc4053871ff53ff79fb1fc7e6b160f,esporte_lazer,29.0,347.0,1.0,1600.0,100.0,7.0,11.0
8729e9bc4b7f0422448d80ed35ae329d,beleza_saude,51.0,1918.0,1.0,1650.0,25.0,30.0,20.0
eced39e6c33db4b865ea46d12dde67d8,brinquedos,59.0,3492.0,3.0,650.0,35.0,10.0,15.0
bad5bc36e62c12c840045474c6dbe021,utilidades_domesticas,22.0,663.0,1.0,900.0,21.0,34.0,34.0
afce90df29b9a0c1bfe5e1033f1197b1,telefonia,42.0,356.0,4.0,75.0,19.0,3.0,11.0
06efa56b8557e1efcb2c107f55d1a8dd,ferramentas_jardim,60.0,481.0,4.0,600.0,19.0,7.0,14.0
fa9cf28beaafe4f4bec59550f6c76481,moveis_decoracao,47.0,470.0,3.0,400.0,35.0,6.0,15.0
0bb7cb61f1957f79dac582ab66ccdc1f,utilidades_domesticas,45.0,561.0,2.0,553.0,18.0,9.0,15.0
ad19bca6e0f1919433d7e21d534ddb50,livros_interesse_geral,42.0,1109.0,1.0,900.0,18.0,25.0,16.0
334995514673fb6bae67885458b52984,utilidades_domesticas,37.0,261.0,2.0,250.0,25.0,25.0,25.0
95578be74a242e7a0eae084908bbb5f8,moveis_escritorio,38.0,2088.0,1.0,14900.0,58.0,28.0,58.0
288d91794eb2b14fed9ed5e469cb87c3,cama_mesa_banho,52.0,701.0,1.0,1100.0,16.0,10.0,16.0
f72379337062680ca5a2b7b0275913d8,moveis_decoracao,56.0,945.0,2.0,2050.0,30.0,22.0,18.0
24f9f99148480cd31288ed4e7d962e15,moveis_decoracao,58.0,1953.0,1.0,850.0,69.0,11.0,11.0
4c505e52bedf9651c08793647c925e65,cama_mesa_banho,58.0,744.0,1.0,350.0,16.0,10.0,16.0
77c0d362526797bf132aaf564b1e436d,ferramentas_jardim,45.0,616.0,3.0,1400.0,20.0,20.0,30.0
c23381297fa734ea441a15d723199fb5,informatica_acessorios,60.0,789.0,4.0,200.0,20.0,20.0,20.0
8b6a57fbcf171e0a44f97af7af858939,informatica_acessorios,18.0,389.0,2.0,617.0,17.0,14.0,17.0
78bd107dbc2f94f453c1bac8d2b4ede1,utilidades_domesticas,21.0,718.0,1.0,2600.0,16.0,41.0,41.0
ef76ea9ee88ad60b9680c7635f2baaa8,bebidas,57.0,497.0,1.0,200.0,20.0,9.0,14.0
c8a0fe4fb537a7864e6aca0477a6da9c,cama_mesa_banho,44.0,305.0,1.0,2000.0,49.0,16.0,39.0
6bb81626d06fafb4d7eab61ac9ed70c6,beleza_saude,42.0,167.0,2.0,266.0,20.0,8.0,18.0
9339df4b551cc289617ed742b9af7925,telefonia,54.0,409.0,1.0,200.0,19.0,4.0,11.0
09c3d39641970009c198caed304ccfc4,bebes,52.0,1659.0,1.0,300.0,68.0,7.0,13.0
7130a7cfbe3bb2f11f6524e0cec6eafe,pet_shop,59.0,140.0,1.0,300.0,16.0,16.0,16.0
76fffd0056ad48fbddac939c05e05cff,relogios_presentes,54.0,182.0,1.0,200.0,16.0,2.0,20.0
e05646078b508ff048d63d3af7775ca1,eletroportateis,58.0,613.0,1.0,1300.0,20.0,16.0,20.0
15571dce56ff7d152dab99a0bc8354d5,esporte_lazer,50.0,1530.0,4.0,482.0,18.0,11.0,16.0
c571bd52d56c393e52b38a593da5950f,cama_mesa_banho,54.0,223.0,1.0,550.0,16.0,10.0,16.0
2efbce46d36d9af306d4300db163b276,beleza_saude,48.0,762.0,1.0,270.0,16.0,16.0,15.0
a453b4ccccf554efba31d5ada5a59a60,telefonia,60.0,818.0,6.0,300.0,17.0,4.0,12.0
0d79e2972015716ede4fabeb5b60f8c6,market_place,50.0,257.0,3.0,2150.0,40.0,25.0,30.0
2068e3435a38f6a3cc95ba89a96378ab,automotivo,58.0,894.0,1.0,3300.0,35.0,20.0,20.0
28e410092e56a080e14595c053d0bbe8,perfumaria,45.0,416.0,1.0,200.0,16.0,16.0,16.0
c5c66926b3f964b8cf9e7dfb1150d13e,esporte_lazer,41.0,128.0,1.0,200.0,21.0,9.0,13.0
3488d2ce36e718097c1509444289ef7f,perfumaria,40.0,1176.0,1.0,514.0,18.0,12.0,15.0
a0ff95d002b9e836b60b47e97a200f93,casa_construcao,37.0,426.0,2.0,3100.0,38.0,28.0,28.0
068ceaa8a3d9d385cbf53d5335f89f80,utilidades_domesticas,42.0,395.0,1.0,1200.0,27.0,18.0,23.0
a7b42937ab954b0e03bcf6cc35209940,esporte_lazer,56.0,813.0,2.0,250.0,16.0,10.0,16.0
fea2f92877b647dc07ea8e3f4aa2cf3f,brinquedos,35.0,537.0,2.0,7400.0,45.0,29.0,53.0
b52e7c92200ed9874e77bc09b5ed4d40,la_cuisine,57.0,232.0,1.0,7600.0,55.0,15.0,55.0
a8bb7885faf316d9a5062d42d2b2fba4,esporte_lazer,50.0,844.0,1.0,875.0,40.0,26.0,20.0
63f52009dc3ddb733394e80183aed0f0,moveis_decoracao,58.0,1047.0,3.0,700.0,35.0,7.0,27.0
2de11f4242720888f88ebe396a8332f7,moveis_escritorio,58.0,869.0,2.0,900.0,17.0,10.0,15.0
62224b433a431310bf27129938ad9f64,esporte_lazer,28.0,733.0,6.0,700.0,49.0,12.0,27.0
b2083bcfc8768380dd0e31d612e96d08,cama_mesa_banho,53.0,628.0,2.0,1100.0,16.0,10.0,16.0
93719014f156d3fa9e0511cd0ab96315,cool_stuff,34.0,443.0,7.0,1150.0,28.0,10.0,25.0
f86faff2fff9d021e363dc81bfd16930,cool_stuff,53.0,304.0,1.0,900.0,25.0,10.0,25.0
629beb8e7317703dcc5f35b5463fd20e,,,,,1400.0,25.0,25.0,25.0
5563f6b699b362e1bd6a2e1e650f52bd,livros_tecnicos,60.0,1265.0,1.0,2050.0,29.0,5.0,21.0
7e437c1d65a7baab7e7ca6c9f4e98b84,beleza_saude,57.0,1571.0,1.0,2150.0,28.0,32.0,11.0
012dd0e1c1f14325ee35f06748329355,beleza_saude,58.0,1690.0,4.0,490.0,30.0,5.0,25.0
b72e63f4630dcaded1689b28efa4c583,brinquedos,59.0,1272.0,5.0,1000.0,30.0,13.0,30.0
e791e580a2421e4471aebb0629c705c1,informatica_acessorios,57.0,991.0,4.0,200.0,16.0,4.0,14.0
aeeb6146e21d11416d01b0e03c2de06e,utilidades_domesticas,31.0,580.0,2.0,500.0,19.0,13.0,20.0
e91f30f35875789d4b7d14610aa88c15,cama_mesa_banho,50.0,208.0,1.0,500.0,16.0,10.0,16.0
3a78f64aac654298e4b9aff32fc21818,,,,,4300.0,30.0,10.0,48.0
ff7ac89ca5b77d0fb5f8a65262d73956,perfumaria,46.0,483.0,1.0,1000.0,20.0,14.0,13.0
1684f99c7e0e67403e52a7783366870f,automotivo,60.0,651.0,5.0,4200.0,78.0,4.0,47.0
7715f7da32957a84ad267799121a90e2,perfumaria,60.0,773.0,1.0,350.0,16.0,11.0,11.0
ac1290e4432c1f2662b71ac47da47691,telefonia,43.0,533.0,2.0,125.0,19.0,3.0,11.0
b23cfa104a0f297458ecebea590a33d5,telefonia,46.0,660.0,2.0,100.0,19.0,3.0,11.0
5b488b474a4f2519b7826390b1873a58,utilidades_domesticas,60.0,1206.0,4.0,4100.0,51.0,31.0,31.0
ce8a29973a1fed3f8d22ea5514d9ea07,eletronicos,56.0,505.0,2.0,200.0,20.0,20.0,20.0
4c7d111494b1116a2bec5e2d940e3439,consoles_games,39.0,319.0,4.0,300.0,23.0,3.0,11.0
4803f125e17a7b5fc363202349fbf14f,utilidades_domesticas,55.0,871.0,7.0,8400.0,50.0,28.0,31.0
7db409a594f815ca2267b5383d139ee7,utilidades_domesticas,60.0,314.0,1.0,1550.0,46.0,10.0,35.0
8fec581a22f1e87d7e0f0a0da4626a82,utilidades_domesticas,17.0,395.0,1.0,600.0,17.0,17.0,18.0
2ac6c3f94b62b0d60ac5b907bdb42cd4,fashion_bolsas_e_acessorios,56.0,1410.0,1.0,200.0,16.0,2.0,20.0
ad0e74d7a7848008daa87492dff8db9f,automotivo,57.0,1631.0,3.0,500.0,16.0,21.0,18.0
65ded196f8f1dbea9916be9b6fcfa0b7,construcao_ferramentas_ferramentas,50.0,289.0,1.0,1250.0,22.0,17.0,20.0
a4944a8b60acfe399f15f45892bc5639,informatica_acessorios,52.0,260.0,1.0,667.0,27.0,19.0,20.0
a314a62cff3e5725f545fa263aed7a7b,cama_mesa_banho,48.0,120.0,1.0,300.0,40.0,4.0,30.0
f159439c5c382fae366d444e05c590c1,perfumaria,52.0,365.0,1.0,400.0,18.0,18.0,12.0
083178fd17a5d863811733e46fc529ef,esporte_lazer,38.0,256.0,3.0,450.0,25.0,25.0,25.0
8eed5d27f5b8c6248731efb4782f6141,automotivo,41.0,1510.0,1.0,2800.0,16.0,2.0,11.0
39fab2af0c4e38ee29c6b8e05c81f93a,moveis_decoracao,60.0,438.0,1.0,250.0,20.0,6.0,11.0
70c325280f670aee445babb3400cf804,moveis_decoracao,51.0,535.0,1.0,250.0,35.0,5.0,25.0
f3dadecca4b876a315481c79b8adcf16,pet_shop,50.0,365.0,3.0,300.0,24.0,12.0,12.0
bcb815bba008d89458e428078c0b9211,,,,,150.0,16.0,2.0,11.0
e3ace35fe59021565fa9989acfdf8f3a,moveis_decoracao,28.0,196.0,2.0,1000.0,35.0,25.0,25.0
f9f899bf492ac59cf645a6c93eb91e05,moveis_decoracao,29.0,764.0,1.0,6267.0,36.0,40.0,36.0
590d6cb76092faa04d717fe406c66f88,esporte_lazer,46.0,254.0,1.0,2653.0,53.0,15.0,36.0
f0e14d7b2230a53543506024021cc3ef,moveis_decoracao,58.0,2130.0,2.0,3000.0,69.0,11.0,11.0
c01cc7b6054e22d68972a35df1e0c249,automotivo,54.0,1636.0,1.0,8500.0,18.0,29.0,13.0
2ca9132c1c90ff5060c3ff9047904e5a,esporte_lazer,43.0,877.0,1.0,2120.0,26.0,25.0,25.0
2043cae78c8b731c405c7329a05154b2,eletroportateis,52.0,640.0,3.0,750.0,30.0,30.0,30.0
89904bec271974d069685a6568091c8a,beleza_saude,40.0,684.0,2.0,200.0,16.0,16.0,12.0
3bcf64d8d26d6e06bd568d27fe31d8e8,cama_mesa_banho,56.0,198.0,1.0,1650.0,35.0,20.0,30.0
47de5f36ace720b578ca1b30d0b45b8d,informatica_acessorios,53.0,192.0,1.0,900.0,26.0,13.0,21.0
97250c682244b5b6618aec504ceb9656,utilidades_domesticas,55.0,783.0,1.0,150.0,32.0,5.0,16.0
df1ff6c9a263464ba1ea7cd3de5e8633,utilidades_domesticas,52.0,202.0,1.0,800.0,31.0,5.0,21.0
603751cec205d947f27ef1ab32b7fb26,cool_stuff,22.0,683.0,3.0,700.0,20.0,20.0,20.0
17da5d80ea0eeabd565083183027d588,bebidas,59.0,879.0,1.0,700.0,20.0,20.0,20.0
b5d214651360e2d58e13b48ae69c6199,bebes,46.0,1654.0,6.0,10400.0,100.0,23.0,27.0
a2f4e28e50f60566eeb99f842ffc0fd9,instrumentos_musicais,57.0,374.0,1.0,5850.0,40.0,9.0,105.0
